Year,County_of_Residence,County_of_Residence_FIPS,Births,Ave_Age_of_Mother,Ave_OE_Gestational_Age_Wks,Ave_LMP_Gestational_Age_Wks,Ave_Birth_Weight_gms,Ave_Pre_pregnancy_BMI,Ave_Number_of_Prenatal_Wks,Net_earnings_by_place_of_residence,Percapita_personal_income,Population,Wage_and_salary_employment,Earnings_per_job_avg,Personal_income,Total_employment
2017,"Schuylkill County, PA",42107,1313,27.94,38.4,38.6,3261.27,27.5,11.27,3304600,40585,142666,51826,49123,5790144,63807
2017,"Washington County, PA",42125,1967,29.02,38.55,38.77,3302.17,27.06,11.25,7548442,55749,207296,94133,65193,11556506,121336
2016,"Washington County, PA",42125,2044,28.79,38.58,38.79,3318.58,26.43,11.41,7062691,52668,207418,92240,60858,10924381,119414
2018,"Washington County, PA",42125,2063,29.33,38.56,38.71,3292.87,27.0,11.6,8054102,59568,207346,95408,66974,12351158,123274
2018,"Westmoreland County, PA",42129,2849,29.2,38.56,38.8,3298.6,27.11,13.49,11140547,52200,350611,143795,51360,18302033,184481
2016,"Westmoreland County, PA",42129,2939,28.99,38.64,38.87,3302.86,26.8,12.72,10300684,47363,354814,142426,47772,16805029,181406
2017,"Westmoreland County, PA",42129,2953,29.12,38.59,38.83,3290.64,26.68,13.03,10639251,49062,352321,143143,49735,17285702,182812
2018,"York County, PA",42133,4707,28.48,38.49,38.63,3296.1,27.61,11.72,14564467,50113,448273,191706,54969,22464381,240829
2016,"York County, PA",42133,4974,28.26,38.52,38.72,3306.31,27.13,11.19,13306500,45971,443777,188436,51233,20401033,235647
2017,"York County, PA",42133,4933,28.41,38.49,38.67,3292.29,27.31,11.58,13983975,47835,445722,190300,53684,21321290,238102
2017,"Kent County, RI",44003,1552,29.95,38.73,38.96,3356.06,26.61,12.6,6094341,56928,163541,80314,53618,9310038,100643
2016,"Kent County, RI",44003,1565,29.93,38.6,38.85,3320.95,26.5,12.72,5860991,54493,163651,79710,52350,8917773,99690
2018,"Kent County, RI",44003,1502,30.25,38.64,38.87,3346.98,27.07,12.11,6372042,59665,163861,81301,54771,9776691,102251
2016,"Providence County, RI",44007,7275,28.8,38.55,38.74,3263.44,26.74,12.06,17235844,44577,635230,304689,59808,28316517,372891
2018,"Providence County, RI",44007,7119,29.27,38.52,38.76,3270.49,27.11,11.33,18776853,48137,636084,309037,60894,30619055,381925
2017,"Providence County, RI",44007,7173,29.09,38.56,38.76,3266.03,26.98,12.19,17935176,46164,634758,306495,60587,29303129,376869
2016,"Washington County, RI",44009,929,30.67,38.59,38.78,3329.87,25.84,13.11,4713569,59576,126122,59093,50510,7513835,79472
2018,"Washington County, RI",44009,870,31.09,38.75,38.95,3366.33,25.98,12.78,5052976,64158,126179,60175,54821,8095343,80994
2017,"Washington County, RI",44009,852,30.59,38.75,38.99,3372.16,26.02,13.29,4843923,60848,126369,59503,51589,7689260,79807
2018,"Aiken County, SC",45003,1897,27.81,38.24,38.52,3213.45,28.03,10.85,4207891,42511,169401,65185,52516,7201441,83698
2017,"Aiken County, SC",45003,1860,27.71,38.31,38.58,3237.71,27.76,11.1,4062837,40893,168256,63870,51783,6880477,81952
2016,"Aiken County, SC",45003,1965,27.55,38.33,38.57,3251.39,27.87,11.04,3896905,39387,167103,63589,50203,6581758,80846
2018,"Anderson County, SC",45007,2256,27.42,38.21,38.46,3230.55,28.09,13.51,4781677,39710,200482,70746,45640,7961197,90918
2017,"Anderson County, SC",45007,2298,27.22,38.36,38.63,3252.61,27.9,12.3,4599524,38391,198268,69048,44738,7611799,88738
2016,"Anderson County, SC",45007,2318,26.95,38.33,38.65,3252.36,27.67,11.59,4347205,37066,195673,69005,42615,7252897,88237
2016,"Beaufort County, SC",45013,1958,28.02,38.53,38.71,3264.58,26.76,11.94,4324091,52147,183217,78279,45068,9554283,106474
2018,"Beaufort County, SC",45013,1912,28.42,38.44,38.55,3257.45,26.93,11.71,4623865,56711,188715,83037,45295,10702302,113001
2017,"Beaufort County, SC",45013,2012,28.15,38.4,38.5,3252.82,26.62,11.85,4400719,53766,186492,80603,44406,10026983,109782
2016,"Berkeley County, SC",45015,2754,28.2,38.43,38.65,3276.28,27.6,11.73,5003698,36813,208498,53084,48883,7675490,75405
2017,"Berkeley County, SC",45015,2697,28.29,38.42,38.66,3283.35,27.76,11.3,5514899,38885,214470,55382,51301,8339714,79366
2018,"Berkeley County, SC",45015,2801,28.43,38.29,38.56,3256.49,28.2,10.86,5914793,40415,221091,58479,52999,8935366,83285
2018,"Charleston County, SC",45019,4861,30.02,38.3,38.48,3228.74,26.5,10.69,14929655,61477,405905,284659,59715,24953728,358800
2017,"Charleston County, SC",45019,4803,29.85,38.41,38.5,3232.43,26.13,11.16,14199139,58588,401738,275942,58584,23537053,347859
2016,"Charleston County, SC",45019,5015,29.85,38.43,38.53,3248.2,26.25,11.95,13491989,55573,396785,270268,56922,22050601,339610
2018,"Dorchester County, SC",45035,1843,28.55,38.39,38.59,3271.1,28.41,11.04,4021007,38892,160647,39557,39416,6247958,57638
2017,"Dorchester County, SC",45035,1861,28.34,38.38,38.6,3277.91,28.4,11.29,3817297,37282,158881,38016,38390,5923474,55535
2016,"Dorchester County, SC",45035,1800,28.47,38.43,38.64,3271.46,27.99,11.83,3626467,36085,156199,36670,37034,5636415,52964
2016,"Florence County, SC",45041,1657,27.47,38.16,38.23,3117.41,28.2,12.05,3115289,38998,138600,70617,47314,5405058,84252
2018,"Florence County, SC",45041,1616,27.62,38.07,38.02,3124.04,29.29,12.65,3344840,41833,138159,73389,48773,5779656,87368
2017,"Florence County, SC",45041,1695,27.31,38.13,38.16,3120.57,28.99,12.33,3222584,39941,138513,71339,48713,5532307,85005
2017,"Greenville County, SC",45045,6409,28.9,38.39,38.6,3252.92,27.0,12.81,15616618,46922,506552,289995,53917,23768617,360082
2018,"Greenville County, SC",45045,6225,28.92,38.37,38.56,3269.86,27.26,12.52,16305948,48644,514213,299005,54749,25013621,371035
2016,"Greenville County, SC",45045,6298,28.71,38.51,38.69,3283.24,26.72,12.52,14751246,44869,498949,284440,52575,22387365,350183
2018,"Horry County, SC",45051,3153,28.08,38.24,38.39,3264.39,27.77,12.62,6351473,37091,344147,142869,39844,12764585,186015
2017,"Horry County, SC",45051,3167,27.92,38.24,38.37,3239.6,27.55,12.38,6064218,35971,332651,138235,39540,11965930,180132
2016,"Horry County, SC",45051,3118,27.77,38.21,38.36,3226.33,26.63,13.04,5668821,35095,321112,133009,37649,11269286,174367
2018,"Lexington County, SC",45063,3224,28.41,38.29,38.33,3263.56,28.38,11.41,9018941,46513,295032,129054,49715,13722876,163942
2016,"Lexington County, SC",45063,3264,28.35,38.3,38.22,3290.36,27.57,11.91,8364293,43666,286503,125722,47957,12510453,157837
2017,"Lexington County, SC",45063,3210,28.31,38.32,38.39,3285.83,27.82,11.76,8825728,45533,290818,126710,49257,13241872,160645
2018,"Pickens County, SC",45077,1145,27.11,38.5,38.79,3318.96,27.91,12.87,2772784,38344,124937,40451,44877,4790643,52788
2016,"Pickens County, SC",45077,1225,27.14,38.56,38.74,3296.42,27.45,13.51,2578642,35645,123042,38052,43603,4385869,49414
2017,"Pickens County, SC",45077,1169,27.17,38.5,38.8,3316.92,27.73,13.27,2668659,36973,123687,38962,44582,4573128,50978
2018,"Richland County, SC",45079,4693,28.81,38.12,38.22,3173.16,28.78,11.68,11906101,45529,414576,247317,56610,18875241,299507
2017,"Richland County, SC",45079,4646,28.64,38.18,38.41,3183.68,28.25,11.37,11630001,44250,411471,242466,55910,18207533,293134
2016,"Richland County, SC",45079,4810,28.58,38.15,38.19,3180.48,28.13,11.34,11108622,42473,408913,240337,53902,17367943,288547
2016,"Spartanburg County, SC",45083,3690,27.42,38.31,38.5,3253.52,27.62,11.85,7178920,40785,300801,141376,52245,12268260,171783
2018,"Spartanburg County, SC",45083,3855,27.69,38.25,38.44,3245.29,27.86,13.29,8029511,43148,313888,152691,53698,13543549,186651
2017,"Spartanburg County, SC",45083,3820,27.47,38.27,38.42,3245.73,27.69,13.31,7626684,41783,306632,147519,53100,12812008,180478
2016,"Sumter County, SC",45085,1375,27.03,38.31,38.37,3185.7,29.16,10.83,2097121,35764,107125,44854,47690,3831257,54529
2017,"Sumter County, SC",45085,1386,27.26,38.17,38.24,3172.92,29.56,11.33,2180560,36978,106514,45054,48883,3938667,55246
2018,"Sumter County, SC",45085,1346,27.27,38.2,38.43,3212.61,29.34,11.77,2266870,38603,106512,46098,49866,4111714,56526
2018,"York County, SC",45091,2921,29.02,38.53,38.68,3267.49,27.31,12.27,8928625,46667,274118,104111,50530,12792401,134707
2016,"York County, SC",45091,3011,28.6,38.52,38.73,3272.69,26.87,12.06,7770457,43080,257853,96024,47105,11108419,123115
2017,"York County, SC",45091,2958,28.82,38.47,38.58,3269.78,26.75,11.67,8326986,44804,266146,101252,49179,11924357,130978
2016,"Minnehaha County, SD",46099,2937,28.7,38.82,38.81,3339.69,26.48,11.4,6622969,53108,186522,131229,56305,9905903,158704
2018,"Minnehaha County, SD",46099,2891,28.93,38.64,38.57,3314.61,26.76,11.36,7334606,57223,192876,133615,60252,11036954,163066
2017,"Minnehaha County, SD",46099,2911,28.75,38.77,38.71,3351.95,26.24,11.38,7021677,55037,190028,132144,58616,10458528,160807
2018,"Pennington County, SD",46103,1542,27.95,38.39,38.61,3298.78,26.56,10.39,3151683,51369,111729,64191,48755,5739414,80607
2017,"Pennington County, SD",46103,1468,27.58,38.46,38.68,3295.27,26.72,10.23,3031264,49414,110221,63658,47752,5446425,79649
2016,"Pennington County, SD",46103,1471,27.48,38.45,38.62,3297.29,26.25,10.24,2916506,48068,108945,62777,46941,5236740,78150
2016,"Blount County, TN",47009,1229,27.23,38.4,38.63,3301.4,26.74,12.99,3198463,39912,128259,50202,48400,5119076,65666
2018,"Blount County, TN",47009,1306,27.63,38.26,38.37,3282.33,27.01,12.79,3500761,42991,131349,52455,50470,5646861,69167
2017,"Blount County, TN",47009,1220,27.38,38.35,38.53,3300.08,27.4,12.76,3336554,41190,129900,50890,49759,5350639,67179
2018,"Davidson County, TN",47037,9984,29.23,38.45,38.46,3244.13,26.31,10.19,33279414,66060,692587,522143,75285,45752132,664564
2017,"Davidson County, TN",47037,10063,29.06,38.45,38.53,3245.97,26.05,9.64,31685815,62876,689006,510118,72805,43322193,647138
2016,"Davidson County, TN",47037,10023,28.96,38.46,38.49,3248.82,26.25,9.97,29574015,59135,687430,498267,71175,40650989,624541
2018,"Hamilton County, TN",47065,4249,28.47,38.39,38.54,3233.99,26.69,11.33,12177624,51743,364286,218841,59418,18849184,269207
2017,"Hamilton County, TN",47065,4235,28.11,38.34,38.36,3224.56,26.53,11.12,11743403,49813,361132,213149,58641,17988987,262165
2016,"Hamilton County, TN",47065,4293,28.07,38.25,38.24,3209.0,26.53,11.57,11397052,48244,357858,209544,57955,17264638,255378
2018,"Knox County, TN",47093,5156,28.73,38.38,38.43,3272.29,26.71,12.86,15279354,49738,465289,256063,56340,23142739,323851
2016,"Knox County, TN",47093,5272,28.56,38.46,38.5,3274.72,26.48,13.28,14210794,46360,455650,252576,53886,21123946,315072
2017,"Knox County, TN",47093,5211,28.54,38.38,38.43,3275.95,26.61,12.74,14588804,47574,460932,253760,54399,21928273,319730
2017,"Montgomery County, TN",47125,3382,26.92,38.43,38.52,3288.01,26.64,12.15,5207331,40461,200015,57663,42356,8092879,77890
2016,"Montgomery County, TN",47125,3443,26.96,38.5,38.57,3283.09,26.54,10.62,4990884,39791,194538,56695,42136,7740806,74527
2018,"Montgomery County, TN",47125,3513,27.1,38.32,38.47,3274.52,26.71,11.89,5425722,41031,205950,59525,43556,8450339,80361
2017,"Rutherford County, TN",47149,4030,28.33,38.19,38.31,3245.39,27.05,10.67,9170019,39262,316677,134664,53303,12433263,175014
2016,"Rutherford County, TN",47149,4130,28.32,38.15,38.24,3245.59,27.01,10.92,8767003,38634,307422,128957,53600,11876901,165264
2018,"Rutherford County, TN",47149,4148,28.61,38.07,38.18,3233.74,27.44,10.91,9822509,41031,324890,139624,53959,13330633,181412
2017,"Shelby County, TN",47157,13163,27.59,38.18,38.23,3136.81,27.55,9.33,29330225,47338,935973,527135,58103,44307016,671311
2016,"Shelby County, TN",47157,13234,27.52,38.18,38.19,3137.03,27.38,9.14,28830935,46015,936759,525993,57427,43104953,666532
2018,"Shelby County, TN",47157,13124,27.7,38.17,38.04,3131.92,27.59,9.91,30385441,49465,935764,532764,59488,46287828,680710
2017,"Sullivan County, TN",47163,1539,26.89,38.51,38.69,3269.34,26.76,10.14,3704548,40810,156951,73059,52057,6405126,90851
2018,"Sullivan County, TN",47163,1506,27.36,38.46,38.58,3283.37,27.58,10.66,3858276,42606,157668,74056,54214,6717573,92275
2016,"Sullivan County, TN",47163,1492,27.35,38.52,38.51,3267.47,27.12,10.06,3618513,39870,156238,73457,51411,6229253,90390
2016,"Sumner County, TN",47165,2053,28.16,38.25,38.46,3290.22,26.69,10.37,5707093,45083,179143,56265,46786,8076302,83281
2018,"Sumner County, TN",47165,2150,28.53,38.38,38.62,3315.76,27.01,10.39,6425416,48656,187149,58643,48794,9106005,88469
2017,"Sumner County, TN",47165,2193,28.24,38.3,38.48,3299.69,26.63,10.18,6036414,46465,183584,57950,48186,8530306,86904
2016,"Washington County, TN",47179,1292,27.59,38.33,38.39,3260.67,26.85,10.42,3179108,40412,127186,65066,46308,5139873,80238
2018,"Washington County, TN",47179,1247,28.0,38.33,38.71,3280.67,26.96,11.54,3421812,43299,128607,65673,48540,5568591,82142
2017,"Washington County, TN",47179,1236,27.84,38.52,38.8,3294.27,26.77,10.33,3281250,41539,127613,65848,47194,5300888,81928
2018,"Williamson County, TN",47187,2322,31.54,38.49,38.54,3344.05,24.68,11.21,17511420,94872,231729,145757,83511,21984699,204702
2017,"Williamson County, TN",47187,2401,31.59,38.57,38.69,3360.62,24.69,11.18,16473402,91001,225920,139650,80664,20558969,197021
2016,"Williamson County, TN",47187,2270,31.3,38.59,38.63,3385.8,24.68,10.97,16515032,92654,218810,134022,83447,20273517,188643
2016,"Wilson County, TN",47189,1527,28.52,38.28,38.32,3274.49,26.6,11.96,4317236,45494,132428,45504,45273,6024732,65860
2017,"Wilson County, TN",47189,1567,28.86,38.39,38.48,3310.37,26.9,12.0,4632081,46989,136540,47357,45718,6415841,69581
2018,"Wilson County, TN",47189,1651,28.94,38.34,38.41,3287.09,26.71,11.79,4983509,49092,140625,50108,46018,6903539,73020
2018,"Bell County, TX",48027,5889,27.13,38.35,38.56,3229.86,27.31,11.49,9400797,42773,355642,160774,58476,15211864,198055
2017,"Bell County, TX",48027,5976,26.98,38.37,38.54,3238.23,27.07,11.14,9081774,41905,347851,159583,57400,14576695,195839
2016,"Bell County, TX",48027,6140,26.69,38.36,38.59,3232.72,26.94,11.44,8696965,40809,341305,158972,56350,13928260,192304
2018,"Bexar County, TX",48029,26562,28.25,38.18,38.31,3226.31,27.75,10.75,59713560,46058,1986049,959387,59848,91473170,1229408
2016,"Bexar County, TX",48029,27968,27.89,38.22,38.33,3216.37,27.47,10.93,52663362,42294,1929530,929243,55873,81607752,1169956
2017,"Bexar County, TX",48029,27014,28.13,38.18,38.34,3216.27,27.63,10.84,56019675,43878,1958841,944525,57524,85949659,1205457
2016,"Brazoria County, TX",48039,4800,28.61,38.25,38.38,3246.82,27.16,10.12,12063526,45539,353778,113430,53400,16110590,155562
2017,"Brazoria County, TX",48039,4630,28.64,38.22,38.41,3247.19,27.24,10.01,12169238,45575,362700,114433,53544,16530169,161908
2018,"Brazoria County, TX",48039,4734,28.98,38.19,38.36,3252.07,27.64,10.81,12854772,47239,370200,120167,55786,17487902,168975
2018,"Brazos County, TX",48041,2584,28.32,38.33,38.58,3263.53,27.13,9.89,5838509,39216,226758,112080,47790,8892606,140904
2016,"Brazos County, TX",48041,2771,27.95,38.36,38.47,3260.03,26.7,10.22,5151372,35607,220156,106565,44758,7839127,133371
2017,"Brazos County, TX",48041,2692,28.17,38.31,38.53,3260.57,27.13,10.13,5468095,37278,223572,108087,46490,8334296,136117
2018,"Cameron County, TX",48061,6306,26.83,38.03,38.14,3192.97,28.5,11.11,6618575,28756,423908,149955,37840,12189811,196272
2017,"Cameron County, TX",48061,6276,26.65,38.08,38.13,3187.98,28.2,11.15,6330075,27427,423181,147776,36934,11606636,192721
2016,"Cameron County, TX",48061,6893,26.49,38.19,38.28,3213.46,28.03,11.76,6259836,27023,422137,147408,36841,11407526,191077
2016,"Collin County, TX",48085,11086,30.53,38.39,38.49,3274.41,25.57,11.21,45772609,61716,943719,408303,63126,58242903,581000
2017,"Collin County, TX",48085,10919,30.52,38.38,38.53,3271.33,25.7,11.1,48241168,63468,971393,426913,63725,61652073,615275
2018,"Collin County, TX",48085,11147,30.65,38.38,38.54,3267.7,25.83,11.1,51624014,65874,1005146,448378,66329,66212712,642311
2016,"Comal County, TX",48091,1448,28.66,38.3,38.39,3279.58,26.56,10.38,4887475,54832,134346,55632,42328,7366471,83684
2017,"Comal County, TX",48091,1480,28.94,38.37,38.55,3306.06,26.66,10.36,5229635,56325,140790,58094,42109,7929955,88401
2018,"Comal County, TX",48091,1526,28.89,38.26,38.45,3258.32,26.51,10.26,5670808,58067,148373,61118,43145,8615549,92253
2016,"Dallas County, TX",48113,40379,28.18,38.61,38.68,3244.14,25.75,9.61,91448080,53531,2592844,1755964,70285,138797985,2223031
2017,"Dallas County, TX",48113,39263,28.28,38.44,38.58,3236.84,25.79,9.71,100286794,55947,2622799,1793408,74321,146737911,2273094
2018,"Dallas County, TX",48113,38182,28.48,38.4,38.57,3235.31,25.92,9.77,105862152,58993,2637772,1822074,76582,155610208,2317560
2017,"Denton County, TX",48121,9786,29.77,38.38,38.51,3276.82,26.17,10.64,35212010,53763,835330,256356,48046,44910154,396206
2018,"Denton County, TX",48121,9857,30.03,38.44,38.5,3291.52,26.38,10.85,37541721,55933,859064,265459,49016,48049894,409636
